nombre_equipo,nit,news_id,participacion,categoria,recomendacion
Goofy_Goobers,900737989,news18132,Sector,regulación,21
Goofy_Goobers,900737989,news18131,Sector,regulación,22
Goofy_Goobers,900737989,news50593,Sector,regulación,23
Goofy_Goobers,900737989,news13752,Sector,alianza,24
Goofy_Goobers,900737989,news20720,Sector,alianza,25
Goofy_Goobers,900737989,news98876,Sector,regulación,26
Goofy_Goobers,900737989,news98897,Sector,reputación,27
Goofy_Goobers,900737989,news65482,Sector,alianza,28
Goofy_Goobers,900737989,news74187,Sector,reputación,29
Goofy_Goobers,900737989,news55856,Sector,regulación,30
Goofy_Goobers,900737989,news45740,Sector,alianza,31
Goofy_Goobers,900737989,news10112,Sector,alianza,32
Goofy_Goobers,900737989,news48147,Sector,reputación,33
Goofy_Goobers,900737989,news28353,Sector,regulación,34
Goofy_Goobers,900737989,news18037,Sector,sostenibilidad,35
Goofy_Goobers,900737989,news17305,Sector,alianza,36
Goofy_Goobers,900737989,news17452,Sector,regulación,37
Goofy_Goobers,900737989,news27887,Sector,alianza,38
Goofy_Goobers,900737989,news17463,Sector,alianza,39
Goofy_Goobers,900737989,news96747,Sector,reputación,40
Goofy_Goobers,900737989,news98900,Sector,reputación,41
Goofy_Goobers,900737989,news46894,Sector,alianza,42
Goofy_Goobers,900737989,news17460,Sector,alianza,43
Goofy_Goobers,900737989,news80901,Sector,regulación,44
Goofy_Goobers,900737989,news28448,Sector,reputación,45
Goofy_Goobers,900737989,news98882,Sector,alianza,46
Goofy_Goobers,900737989,news18138,Sector,regulación,47
Goofy_Goobers,900737989,news80904,Sector,alianza,48
,900737989,news41223,Sector,,49
Goofy_Goobers,900737989,news17461,Sector,regulación,50
Goofy_Goobers,900737989,news68115,Sector,alianza,51
Goofy_Goobers,900737989,news80900,Sector,regulación,52
Goofy_Goobers,900737989,news28336,Sector,regulación,53
Goofy_Goobers,900737989,news26095,Sector,macroeconomía,54
Goofy_Goobers,900737989,news22512,Sector,alianza,55
Goofy_Goobers,900737989,news80899,Sector,regulación,56
Goofy_Goobers,900737989,news59265,Sector,alianza,57
Goofy_Goobers,900737989,news24568,Sector,regulación,58
Goofy_Goobers,900737989,news24570,Sector,regulación,59
Goofy_Goobers,900737989,news80919,Sector,regulación,60
Goofy_Goobers,900737989,news73086,Sector,reputación,61
Goofy_Goobers,900737989,news28349,Sector,regulación,62
Goofy_Goobers,900737989,news66666,Sector,regulación,63
Goofy_Goobers,900737989,news63862,Sector,alianza,64
Goofy_Goobers,900737989,news79762,Sector,regulación,65
Goofy_Goobers,900737989,news47635,Sector,alianza,66
Goofy_Goobers,900737989,news96758,Sector,regulación,67
Goofy_Goobers,900737989,news96766,Sector,regulación,68
Goofy_Goobers,900737989,news55576,Sector,alianza,69
Goofy_Goobers,900737989,news62994,Sector,regulación,70
Goofy_Goobers,900737989,news52216,Sector,alianza,71
Goofy_Goobers,900737989,news16921,Sector,sostenibilidad,72
Goofy_Goobers,900737989,news62926,Sector,regulación,73
Goofy_Goobers,900737989,news77385,Sector,reputación,74
Goofy_Goobers,900737989,news98905,Sector,alianza,75
Goofy_Goobers,900737989,news80914,Sector,reputación,76
Goofy_Goobers,900737989,news66652,Sector,regulación,77
Goofy_Goobers,900737989,news71588,Sector,reputación,78
Goofy_Goobers,900737989,news80923,Sector,regulación,79
Goofy_Goobers,900737989,news26178,Sector,regulación,80
Goofy_Goobers,900737989,news72480,Sector,alianza,81
Goofy_Goobers,900737989,news27894,Sector,regulación,82
Goofy_Goobers,900737989,news98899,Sector,regulación,83
Goofy_Goobers,900737989,news28358,Sector,reputación,84
Goofy_Goobers,900737989,news96795,Sector,alianza,85
Goofy_Goobers,900737989,news96776,Sector,alianza,86
Goofy_Goobers,900737989,news98857,Sector,regulación,87
Goofy_Goobers,900737989,news17486,Sector,alianza,88
Goofy_Goobers,900737989,news52120,Sector,reputación,89
Goofy_Goobers,900737989,news60422,Sector,regulación,90
Goofy_Goobers,900737989,news38217,Sector,alianza,91
Goofy_Goobers,900737989,news80894,Sector,alianza,92
Goofy_Goobers,900737989,news72846,Sector,reputación,93
Goofy_Goobers,900737989,news76048,Sector,regulación,94
Goofy_Goobers,900737989,news28334,Sector,regulación,95
Goofy_Goobers,900737989,news98861,Sector,reputación,96
Goofy_Goobers,900737989,news98880,Sector,reputación,97
Goofy_Goobers,900737989,news28351,Sector,regulación,98
Goofy_Goobers,900737989,news96786,Sector,reputación,99
Goofy_Goobers,900737989,news52426,Sector,alianza,100
Goofy_Goobers,900737989,news96773,Sector,reputación,101
Goofy_Goobers,900737989,news96780,Sector,reputación,102
Goofy_Goobers,900737989,news57032,Sector,reputación,103
Goofy_Goobers,900737989,news14462,Sector,regulación,104
Goofy_Goobers,900737989,news66479,Sector,alianza,105
Goofy_Goobers,900737989,news63134,Sector,reputación,106
Goofy_Goobers,900737989,news96767,Sector,reputación,107
Goofy_Goobers,900737989,news28341,Sector,reputación,108
Goofy_Goobers,900737989,news28340,Sector,reputación,109
Goofy_Goobers,900737989,news28345,Sector,reputación,110
Goofy_Goobers,900737989,news51062,Sector,reputación,111
Goofy_Goobers,900737989,news80891,Sector,reputación,112
Goofy_Goobers,900737989,news80892,Sector,reputación,113
Goofy_Goobers,900737989,news28327,Sector,reputación,114
Goofy_Goobers,900737989,news45948,Sector,descartable,115
Goofy_Goobers,900737989,news26106,Sector,descartable,116
Goofy_Goobers,900737989,news80890,Sector,descartable,117
Goofy_Goobers,900737989,news12760,Sector,descartable,118
Goofy_Goobers,900737989,news33110,Sector,descartable,119
Goofy_Goobers,900737989,news40745,Sector,descartable,120
Goofy_Goobers,900737989,news80889,Sector,descartable,121
Goofy_Goobers,900737989,news33181,Sector,descartable,122
Goofy_Goobers,900737989,news52214,Sector,descartable,123
Goofy_Goobers,900735220,news96093,Sector,regulación,1
Goofy_Goobers,900735220,news98322,Sector,alianza,2
Goofy_Goobers,900735220,news15561,Sector,regulación,3
Goofy_Goobers,900735220,news15536,Sector,regulación,4
Goofy_Goobers,900735220,news96136,Sector,alianza,5
Goofy_Goobers,900735220,news96083,Cliente,regulación,6
Goofy_Goobers,900735220,news98344,Sector,alianza,7
Goofy_Goobers,900735220,news96073,Sector,regulación,8
Goofy_Goobers,900735220,news98331,Sector,alianza,9
Goofy_Goobers,900735220,news98342,Sector,alianza,10
Goofy_Goobers,900735220,news26597,Sector,alianza,11
Goofy_Goobers,900735220,news98327,Sector,alianza,12
Goofy_Goobers,900735220,news96128,Sector,reputación,13
Goofy_Goobers,900735220,news31141,Sector,reputación,14
Goofy_Goobers,900735220,news58041,Sector,regulación,15
Goofy_Goobers,900735220,news96105,Sector,reputación,16
Goofy_Goobers,900735220,news17034,Sector,alianza,17
Goofy_Goobers,900735220,news37497,Sector,regulación,18
Goofy_Goobers,900735220,news47757,Sector,reputación,19
Goofy_Goobers,900735220,news96065,Sector,alianza,20
Goofy_Goobers,900735220,news96063,Sector,regulación,21
Goofy_Goobers,900735220,news96111,Sector,reputación,22
Goofy_Goobers,900735220,news98354,Sector,regulación,23
Goofy_Goobers,900735220,news35062,Sector,reputación,24
Goofy_Goobers,900735220,news98329,Sector,reputación,25
Goofy_Goobers,900735220,news19331,Sector,reputación,26
Goofy_Goobers,900735220,news24877,Sector,reputación,27
Goofy_Goobers,900735220,news96088,Sector,reputación,28
Goofy_Goobers,900735220,news98330,Sector,reputación,29
Goofy_Goobers,900735220,news96062,Sector,reputación,30
Goofy_Goobers,900735220,news96069,Cliente,descartable,31
Goofy_Goobers,900735220,news10106,Sector,descartable,32
Goofy_Goobers,900735220,news96071,Sector,descartable,33
Goofy_Goobers,900735220,news96082,Sector,descartable,34
Goofy_Goobers,900735220,news96090,Sector,descartable,35
Goofy_Goobers,900723988,news58732,Sector,regulación,1
Goofy_Goobers,900723988,news95730,Sector,regulación,2
Goofy_Goobers,900723988,news14742,Sector,reputación,3
Goofy_Goobers,900723988,news10015,Sector,regulación,4
Goofy_Goobers,900723988,news98133,Sector,regulación,5
Goofy_Goobers,900723988,news98145,Sector,regulación,6
Goofy_Goobers,900723988,news98170,Sector,regulación,7
Goofy_Goobers,900723988,news34987,Sector,alianza,8
Goofy_Goobers,900723988,news95746,Sector,regulación,9
Goofy_Goobers,900723988,news74575,Sector,regulación,10
Goofy_Goobers,900723988,news98137,Sector,regulación,11
Goofy_Goobers,900723988,news96290,Sector,regulación,12
Goofy_Goobers,900723988,news23481,Sector,regulación,13
Goofy_Goobers,900723988,news98119,Sector,reputación,14
Goofy_Goobers,900723988,news95717,Sector,regulación,15
Goofy_Goobers,900723988,news95739,Sector,regulación,16
Goofy_Goobers,900723988,news95726,Sector,regulación,17
Goofy_Goobers,900723988,news98157,Sector,alianza,18
Goofy_Goobers,900723988,news98155,Sector,regulación,19
Goofy_Goobers,900723988,news70039,Sector,regulación,20
Goofy_Goobers,900723988,news95740,Sector,alianza,21
Goofy_Goobers,900723988,news17760,Sector,alianza,22
Goofy_Goobers,900723988,news74661,Sector,regulación,23
Goofy_Goobers,900723988,news44967,Sector,regulación,24
Goofy_Goobers,900723988,news95733,Sector,reputación,25
Goofy_Goobers,900723988,news95745,Sector,regulación,26
Goofy_Goobers,900723988,news98151,Sector,alianza,27
Goofy_Goobers,900723988,news20691,Sector,reputación,28
Goofy_Goobers,900723988,news95738,Sector,reputación,29
Goofy_Goobers,900723988,news98148,Sector,alianza,30
Goofy_Goobers,900723988,news95734,Sector,reputación,31
Goofy_Goobers,900723988,news95736,Sector,alianza,32
Goofy_Goobers,900723988,news98130,Sector,reputación,33
Goofy_Goobers,900723988,news61325,Sector,descartable,34
Goofy_Goobers,900723988,news98159,Sector,descartable,35
Goofy_Goobers,900723988,news23721,Sector,descartable,36
Goofy_Goobers,900723988,news98147,Sector,descartable,37
Goofy_Goobers,900723988,news98146,Sector,descartable,38
Goofy_Goobers,900719986,news96093,Cliente,regulación,1
Goofy_Goobers,900719986,news98322,Cliente,alianza,2
Goofy_Goobers,900719986,news15561,Sector,regulación,3
Goofy_Goobers,900719986,news15536,Cliente,regulación,4
Goofy_Goobers,900719986,news96136,Cliente,alianza,5
Goofy_Goobers,900719986,news96083,Cliente,regulación,6
Goofy_Goobers,900719986,news98344,Sector,alianza,7
Goofy_Goobers,900719986,news98331,Sector,alianza,8
Goofy_Goobers,900719986,news98342,Sector,alianza,9
Goofy_Goobers,900719986,news96073,Sector,regulación,10
Goofy_Goobers,900719986,news98327,Cliente,alianza,11
Goofy_Goobers,900719986,news26597,Sector,alianza,12
Goofy_Goobers,900719986,news31141,Sector,reputación,13
Goofy_Goobers,900719986,news96128,Sector,reputación,14
Goofy_Goobers,900719986,news96105,Sector,reputación,15
Goofy_Goobers,900719986,news17034,Sector,alianza,16
Goofy_Goobers,900719986,news58041,Sector,regulación,17
Goofy_Goobers,900719986,news37497,Sector,regulación,18
Goofy_Goobers,900719986,news96065,Sector,alianza,19
Goofy_Goobers,900719986,news47757,Sector,reputación,20
Goofy_Goobers,900719986,news19331,Sector,reputación,21
Goofy_Goobers,900719986,news24877,Sector,reputación,22
Goofy_Goobers,900719986,news96111,Sector,reputación,23
Goofy_Goobers,900719986,news96063,Sector,regulación,24
Goofy_Goobers,900719986,news96088,Sector,reputación,25
Goofy_Goobers,900719986,news98354,Sector,regulación,26
Goofy_Goobers,900719986,news35062,Sector,reputación,27
Goofy_Goobers,900719986,news98330,Sector,reputación,28
Goofy_Goobers,900719986,news98329,Sector,reputación,29
Goofy_Goobers,900719986,news96062,Sector,reputación,30
Goofy_Goobers,900719986,news96069,Cliente,descartable,31
Goofy_Goobers,900719986,news10106,Cliente,descartable,32
Goofy_Goobers,900719986,news96071,Sector,descartable,33
Goofy_Goobers,900719986,news96090,Sector,descartable,34
Goofy_Goobers,900719986,news96082,Sector,descartable,35
Goofy_Goobers,900713143,news93689,Cliente,alianza,1
Goofy_Goobers,900713143,news97051,Sector,regulación,2
Goofy_Goobers,900713143,news93560,Sector,alianza,3
Goofy_Goobers,900713143,news93681,Sector,alianza,4
Goofy_Goobers,900713143,news93716,Sector,alianza,5
Goofy_Goobers,900713143,news43933,Sector,regulación,6
Goofy_Goobers,900713143,news40089,Sector,alianza,7
Goofy_Goobers,900713143,news15481,Sector,alianza,8
Goofy_Goobers,900713143,news97047,Sector,alianza,9
Goofy_Goobers,900713143,news37807,Sector,regulación,10
Goofy_Goobers,900713143,news97079,Cliente,regulación,11
Goofy_Goobers,900713143,news12027,Sector,regulación,12
Goofy_Goobers,900713143,news43877,Sector,alianza,13
Goofy_Goobers,900713143,news60928,Sector,regulación,14
Goofy_Goobers,900713143,news31342,Sector,alianza,15
Goofy_Goobers,900713143,news97102,Cliente,regulación,16
Goofy_Goobers,900713143,news38676,Sector,alianza,17
Goofy_Goobers,900713143,news93552,Sector,regulación,18
Goofy_Goobers,900713143,news33087,Sector,alianza,19
Goofy_Goobers,900713143,news97035,Sector,regulación,20
Goofy_Goobers,900713143,news93781,Sector,alianza,21
Goofy_Goobers,900713143,news93604,Sector,regulación,22
Goofy_Goobers,900713143,news43508,Cliente,regulación,23
Goofy_Goobers,900713143,news15474,Sector,alianza,24
Goofy_Goobers,900713143,news98986,Sector,regulación,25
Goofy_Goobers,900713143,news88114,Sector,regulación,26
Goofy_Goobers,900713143,news68572,Sector,regulación,27
Goofy_Goobers,900713143,news93711,Sector,alianza,28
Goofy_Goobers,900713143,news37797,Sector,regulación,29
Goofy_Goobers,900713143,news97048,Cliente,regulación,30
Goofy_Goobers,900713143,news93616,Sector,alianza,31
Goofy_Goobers,900713143,news43881,Cliente,alianza,32
Goofy_Goobers,900713143,news97068,Sector,regulación,33
Goofy_Goobers,900713143,news97034,Sector,alianza,34
Goofy_Goobers,900713143,news93769,Sector,alianza,35
Goofy_Goobers,900713143,news93673,Sector,regulación,36
Goofy_Goobers,900713143,news93553,Sector,regulación,37
Goofy_Goobers,900713143,news93704,Sector,regulación,38
Goofy_Goobers,900713143,news93739,Sector,reputación,39
Goofy_Goobers,900713143,news93675,Sector,alianza,40
Goofy_Goobers,900713143,news37792,Sector,regulación,41
Goofy_Goobers,900713143,news93789,Sector,reputación,42
Goofy_Goobers,900713143,news97042,Sector,regulación,43
Goofy_Goobers,900713143,news93738,Sector,regulación,44
Goofy_Goobers,900713143,news93662,Sector,regulación,45
Goofy_Goobers,900713143,news93649,Sector,alianza,46
Goofy_Goobers,900713143,news93677,Cliente,regulación,47
Goofy_Goobers,900713143,news97108,Cliente,regulación,48
Goofy_Goobers,900713143,news37790,Sector,regulación,49
Goofy_Goobers,900713143,news93680,Sector,regulación,50
Goofy_Goobers,900713143,news41781,Sector,alianza,51
Goofy_Goobers,900713143,news37804,Sector,regulación,52
Goofy_Goobers,900713143,news93767,Sector,alianza,53
Goofy_Goobers,900713143,news98997,Sector,alianza,54
Goofy_Goobers,900713143,news40097,Sector,regulación,55
Goofy_Goobers,900713143,news61685,Cliente,alianza,56
Goofy_Goobers,900713143,news93579,Sector,regulación,57
Goofy_Goobers,900713143,news89601,Sector,alianza,58
Goofy_Goobers,900713143,news96907,Sector,macroeconomía,59
Goofy_Goobers,900713143,news49080,Sector,regulación,60
Goofy_Goobers,900713143,news91667,Sector,regulación,61
Goofy_Goobers,900713143,news97065,Sector,reputación,62
Goofy_Goobers,900713143,news14869,Sector,regulación,63
Goofy_Goobers,900713143,news93783,Sector,regulación,64
Goofy_Goobers,900713143,news93574,Sector,regulación,65
Goofy_Goobers,900713143,news37810,Sector,regulación,66
Goofy_Goobers,900713143,news93626,Sector,regulación,67
Goofy_Goobers,900713143,news98992,Sector,regulación,68
Goofy_Goobers,900713143,news76176,Sector,regulación,69
Goofy_Goobers,900713143,news93763,Sector,regulación,70
Goofy_Goobers,900713143,news93648,Sector,regulación,71
Goofy_Goobers,900713143,news40093,Sector,regulación,72
Goofy_Goobers,900713143,news93686,Sector,reputación,73
Goofy_Goobers,900713143,news93671,Sector,regulación,74
Goofy_Goobers,900713143,news43681,Sector,regulación,75
Goofy_Goobers,900713143,news93755,Sector,regulación,76
Goofy_Goobers,900713143,news98985,Sector,alianza,77
Goofy_Goobers,900713143,news97067,Sector,reputación,78
Goofy_Goobers,900713143,news28888,Sector,alianza,79
Goofy_Goobers,900713143,news40094,Sector,regulación,80
Goofy_Goobers,900713143,news15685,Sector,regulación,81
Goofy_Goobers,900713143,news72345,Sector,regulación,82
Goofy_Goobers,900713143,news44723,Sector,alianza,83
Goofy_Goobers,900713143,news44626,Sector,reputación,84
Goofy_Goobers,900713143,news93554,Sector,alianza,85
Goofy_Goobers,900713143,news48322,Sector,alianza,86
Goofy_Goobers,900713143,news97074,Sector,regulación,87
Goofy_Goobers,900713143,news93633,Sector,regulación,88
Goofy_Goobers,900713143,news43934,Sector,regulación,89
Goofy_Goobers,900713143,news93702,Sector,regulación,90
Goofy_Goobers,900713143,news93719,Sector,regulación,91
Goofy_Goobers,900713143,news93732,Sector,regulación,92
Goofy_Goobers,900713143,news93583,Sector,regulación,93
Goofy_Goobers,900713143,news93577,Sector,alianza,94
Goofy_Goobers,900713143,news49042,Sector,regulación,95
Goofy_Goobers,900713143,news93562,Sector,regulación,96
Goofy_Goobers,900713143,news93556,Sector,alianza,97
Goofy_Goobers,900713143,news93714,Sector,regulación,98
Goofy_Goobers,900713143,news93670,Sector,reputación,99
Goofy_Goobers,900713143,news37789,Sector,alianza,100
Goofy_Goobers,900713143,news64236,Sector,regulación,101
Goofy_Goobers,900713143,news93628,Sector,reputación,102
Goofy_Goobers,900713143,news93674,Sector,regulación,103
Goofy_Goobers,900713143,news93564,Sector,regulación,104
Goofy_Goobers,900713143,news93606,Sector,regulación,105
Goofy_Goobers,900713143,news28166,Sector,alianza,106
Goofy_Goobers,900713143,news93760,Sector,reputación,107
Goofy_Goobers,900713143,news68436,Sector,reputación,108
Goofy_Goobers,900713143,news93727,Sector,regulación,109
Goofy_Goobers,900713143,news93632,Sector,alianza,110
Goofy_Goobers,900713143,news98990,Sector,reputación,111
Goofy_Goobers,900713143,news40079,Sector,reputación,112
Goofy_Goobers,900713143,news93608,Sector,reputación,113
Goofy_Goobers,900713143,news93693,Sector,descartable,114
Goofy_Goobers,900713143,news97103,Sector,descartable,115
Goofy_Goobers,900713143,news49015,Sector,descartable,116
Goofy_Goobers,900713143,news93643,Sector,descartable,117
Goofy_Goobers,900713143,news48923,Sector,descartable,118
Goofy_Goobers,900713143,news40088,Sector,descartable,119
Goofy_Goobers,900713143,news48870,Sector,descartable,120
Goofy_Goobers,900713143,news93592,Sector,descartable,121
Goofy_Goobers,900713143,news93705,Sector,descartable,122
Goofy_Goobers,900713143,news93551,Sector,descartable,123
Goofy_Goobers,900713143,news43876,Sector,descartable,124
Goofy_Goobers,900713143,news40078,Sector,descartable,125
Goofy_Goobers,900710164,news98007,Cliente,regulación,1
Goofy_Goobers,900710164,news98000,Sector,regulación,2
Goofy_Goobers,900710164,news98005,Sector,reputación,3
Goofy_Goobers,900710164,news98004,Sector,descartable,4
Goofy_Goobers,900691280,news95889,Sector,regulación,1
Goofy_Goobers,900691280,news95910,Sector,reputación,2
Goofy_Goobers,900691280,news95903,Sector,alianza,3
Goofy_Goobers,900691280,news98223,Sector,alianza,4
Goofy_Goobers,900691280,news98226,Sector,regulación,5
Goofy_Goobers,900691280,news98229,Sector,regulación,6
Goofy_Goobers,900691280,news95861,Sector,regulación,7
Goofy_Goobers,900691280,news18389,Sector,regulación,8
Goofy_Goobers,900691280,news13694,Sector,alianza,9
Goofy_Goobers,900691280,news14869,Sector,regulación,10
Goofy_Goobers,900691280,news95151,Sector,regulación,11
Goofy_Goobers,900691280,news95851,Sector,regulación,12
Goofy_Goobers,900691280,news13721,Sector,alianza,13
Goofy_Goobers,900691280,news95899,Sector,reputación,14
Goofy_Goobers,900691280,news95869,Sector,reputación,15
Goofy_Goobers,900691280,news95900,Sector,alianza,16
Goofy_Goobers,900691280,news95895,Sector,regulación,17
Goofy_Goobers,900691280,news95854,Sector,regulación,18
Goofy_Goobers,900691280,news95858,Sector,reputación,19
Goofy_Goobers,900691280,news95879,Sector,regulación,20
Goofy_Goobers,900691280,news95865,Sector,alianza,21
Goofy_Goobers,900691280,news98236,Sector,reputación,22
Goofy_Goobers,900691280,news95875,Sector,descartable,23
Goofy_Goobers,900691280,news95863,Sector,descartable,24
Goofy_Goobers,900681857,news95889,Sector,regulación,1
Goofy_Goobers,900681857,news98223,Sector,alianza,2
Goofy_Goobers,900681857,news95910,Sector,reputación,3
Goofy_Goobers,900681857,news95903,Sector,alianza,4
Goofy_Goobers,900681857,news13694,Sector,alianza,5
Goofy_Goobers,900681857,news95861,Cliente,regulación,6
Goofy_Goobers,900681857,news13721,Sector,alianza,7
Goofy_Goobers,900681857,news18389,Sector,regulación,8
Goofy_Goobers,900681857,news95151,Sector,regulación,9
Goofy_Goobers,900681857,news98226,Sector,regulación,10
Goofy_Goobers,900681857,news98229,Sector,regulación,11
Goofy_Goobers,900681857,news95899,Cliente,reputación,12
Goofy_Goobers,900681857,news14869,Sector,regulación,13
Goofy_Goobers,900681857,news95900,Cliente,alianza,14
Goofy_Goobers,900681857,news95869,Sector,reputación,15
Goofy_Goobers,900681857,news95858,Sector,reputación,16
Goofy_Goobers,900681857,news95851,Sector,regulación,17
Goofy_Goobers,900681857,news95895,Sector,regulación,18
Goofy_Goobers,900681857,news95865,Sector,alianza,19
Goofy_Goobers,900681857,news95879,Sector,regulación,20
Goofy_Goobers,900681857,news95854,Sector,regulación,21
Goofy_Goobers,900681857,news98236,Sector,reputación,22
Goofy_Goobers,900681857,news95875,Sector,descartable,23
Goofy_Goobers,900681857,news95863,Sector,descartable,24
Goofy_Goobers,900681625,news95308,Sector,alianza,1
Goofy_Goobers,900681625,news95424,Sector,regulación,2
Goofy_Goobers,900681625,news97902,Sector,regulación,3
Goofy_Goobers,900681625,news91275,Sector,regulación,4
Goofy_Goobers,900681625,news95452,Sector,reputación,5
Goofy_Goobers,900681625,news95420,Sector,sostenibilidad,6
Goofy_Goobers,900681625,news95097,Sector,regulación,7
Goofy_Goobers,900681625,news95433,Sector,regulación,8
Goofy_Goobers,900681625,news95454,Sector,regulación,9
Goofy_Goobers,900681625,news97899,Sector,alianza,10
Goofy_Goobers,900681625,news97906,Sector,alianza,11
Goofy_Goobers,900681625,news95447,Sector,regulación,12
Goofy_Goobers,900681625,news95293,Sector,regulación,13
Goofy_Goobers,900681625,news95453,Sector,regulación,14
Goofy_Goobers,900681625,news27435,Sector,alianza,15
Goofy_Goobers,900681625,news97898,Sector,alianza,16
Goofy_Goobers,900681625,news97920,Sector,regulación,17
Goofy_Goobers,900681625,news95419,Sector,regulación,18
Goofy_Goobers,900681625,news36325,Sector,alianza,19
Goofy_Goobers,900681625,news94756,Sector,regulación,20
Goofy_Goobers,900681625,news37760,Sector,regulación,21
Goofy_Goobers,900681625,news95441,Sector,regulación,22
Goofy_Goobers,900681625,news95459,Sector,regulación,23
Goofy_Goobers,900681625,news97914,Sector,regulación,24
Goofy_Goobers,900681625,news95417,Sector,reputación,25
Goofy_Goobers,900681625,news97926,Sector,alianza,26
Goofy_Goobers,900681625,news17819,Sector,innovación,27
Goofy_Goobers,900681625,news95418,Sector,descartable,28
Goofy_Goobers,900681625,news97905,Sector,descartable,29
Goofy_Goobers,900681625,news82756,Sector,descartable,30
Goofy_Goobers,900675169,news96524,Sector,regulación,1
Goofy_Goobers,900675169,news14856,Sector,regulación,2
Goofy_Goobers,900675169,news96528,Sector,alianza,3
Goofy_Goobers,900675169,news98466,Sector,regulación,4
Goofy_Goobers,900675169,news94824,Sector,regulación,5
Goofy_Goobers,900675169,news96518,Sector,regulación,6
Goofy_Goobers,900675169,news98475,Sector,regulación,7
Goofy_Goobers,900675169,news96495,Sector,regulación,8
Goofy_Goobers,900675169,news96052,Sector,regulación,9
Goofy_Goobers,900675169,news47704,Sector,regulación,10
Goofy_Goobers,900675169,news96542,Sector,regulación,11
Goofy_Goobers,900675169,news98463,Sector,regulación,12
Goofy_Goobers,900675169,news98520,Sector,macroeconomía,13
Goofy_Goobers,900675169,news96501,Sector,regulación,14
Goofy_Goobers,900675169,news96538,Sector,regulación,15
Goofy_Goobers,900675169,news96541,Sector,regulación,16
Goofy_Goobers,900675169,news98506,Sector,regulación,17
Goofy_Goobers,900675169,news96532,Sector,regulación,18
Goofy_Goobers,900675169,news96517,Sector,regulación,19
Goofy_Goobers,900675169,news96547,Sector,regulación,20
Goofy_Goobers,900675169,news38299,Sector,regulación,21
Goofy_Goobers,900675169,news98507,Sector,regulación,22
Goofy_Goobers,900675169,news98483,Sector,reputación,23
Goofy_Goobers,900675169,news96543,Sector,regulación,24
Goofy_Goobers,900675169,news96505,Sector,regulación,25
Goofy_Goobers,900675169,news75338,Sector,regulación,26
Goofy_Goobers,900675169,news98516,Sector,regulación,27
Goofy_Goobers,900675169,news98486,Sector,regulación,28
Goofy_Goobers,900675169,news34768,Sector,reputación,29
Goofy_Goobers,900675169,news96529,Sector,descartable,30
Goofy_Goobers,900675169,news96486,Sector,descartable,31
Goofy_Goobers,900675169,news96496,Sector,descartable,32
Goofy_Goobers,900675169,news96508,Sector,descartable,33
Goofy_Goobers,900675169,news98509,Sector,descartable,34
Goofy_Goobers,900675169,news98510,Sector,descartable,35
Goofy_Goobers,900675169,news98477,Sector,descartable,36
Goofy_Goobers,900672793,news34636,Sector,regulación,1
Goofy_Goobers,900672793,news11461,Sector,alianza,2
Goofy_Goobers,900672793,news99017,Cliente,regulación,3
Goofy_Goobers,900672793,news62449,Sector,regulación,4
Goofy_Goobers,900672793,news40766,Cliente,regulación,5
Goofy_Goobers,900672793,news99019,Sector,regulación,6
Goofy_Goobers,900672793,news23951,Sector,regulación,7
Goofy_Goobers,900672793,news96902,Cliente,regulación,8
Goofy_Goobers,900672793,news19244,Cliente,regulación,9
Goofy_Goobers,900672793,news99000,Sector,macroeconomía,10
Goofy_Goobers,900672793,news98999,Sector,regulación,11
Goofy_Goobers,900672793,news96725,Cliente,regulación,12
Goofy_Goobers,900672793,news18741,Sector,regulación,13
Goofy_Goobers,900672793,news64232,Cliente,regulación,14
Goofy_Goobers,900672793,news98998,Sector,regulación,15
Goofy_Goobers,900672793,news43413,Cliente,alianza,16
Goofy_Goobers,900672793,news58957,Sector,reputación,17
Goofy_Goobers,900672793,news34604,Sector,reputación,18
Goofy_Goobers,900672793,news18929,Sector,regulación,19
Goofy_Goobers,900672793,news99013,Sector,regulación,20
Goofy_Goobers,900672793,news99006,Sector,regulación,21
Goofy_Goobers,900672793,news39850,Sector,alianza,22
Goofy_Goobers,900672793,news40754,Sector,alianza,23
Goofy_Goobers,900672793,news43418,Sector,reputación,24
Goofy_Goobers,900672793,news96721,Sector,regulación,25
Goofy_Goobers,900672793,news43412,Sector,regulación,26
Goofy_Goobers,900672793,news99015,Sector,regulación,27
Goofy_Goobers,900672793,news99004,Sector,regulación,28
Goofy_Goobers,900672793,news96740,Sector,reputación,29
Goofy_Goobers,900672793,news43421,Sector,reputación,30
Goofy_Goobers,900672793,news31233,Sector,alianza,31
Goofy_Goobers,900672793,news96738,Sector,reputación,32
Goofy_Goobers,900672793,news99030,Sector,regulación,33
Goofy_Goobers,900672793,news34605,Sector,reputación,34
Goofy_Goobers,900672793,news38937,Sector,reputación,35
Goofy_Goobers,900672793,news34607,Sector,reputación,36
Goofy_Goobers,900672793,news37972,Sector,reputación,37
Goofy_Goobers,900672793,news37171,Cliente,descartable,38
Goofy_Goobers,900672793,news96741,Sector,descartable,39
Goofy_Goobers,900672793,news96734,Sector,descartable,40
Goofy_Goobers,900672793,news40764,Sector,descartable,41
Goofy_Goobers,900672793,news99007,Sector,descartable,42
Goofy_Goobers,900672793,news34600,Sector,descartable,43
